,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
1594,Shot Chart Detail,0021600967,314,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,10,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,11,1,1,20170310,MIL,IND
1595,Shot Chart Detail,0021600967,316,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,1,20170310,MIL,IND
1596,Shot Chart Detail,0021600978,25,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,37,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,41,1,1,20170311,MIL,MIN
1597,Shot Chart Detail,0021600978,62,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,26,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170311,MIL,MIN
1598,Shot Chart Detail,0021600978,132,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,11,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,1,20170311,MIL,MIN
1599,Shot Chart Detail,0021600978,184,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,159,3,1,1,20170311,MIL,MIN
1600,Shot Chart Detail,0021600978,237,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,3,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170311,MIL,MIN
1601,Shot Chart Detail,0021600978,271,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,8,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,1,20170311,MIL,MIN
1602,Shot Chart Detail,0021600993,25,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,101,229,1,1,20170313,MEM,MIL
1603,Shot Chart Detail,0021600993,28,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,30,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170313,MEM,MIL
1604,Shot Chart Detail,0021600993,204,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,18,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-66,41,1,1,20170313,MEM,MIL
1605,Shot Chart Detail,0021600993,238,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,1,2,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170313,MEM,MIL
1606,Shot Chart Detail,0021600993,300,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-189,18,1,1,20170313,MEM,MIL
1607,Shot Chart Detail,0021600993,302,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,0,1,1,20170313,MEM,MIL
1608,Shot Chart Detail,0021601013,4,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-119,165,1,1,20170315,LAC,MIL
1609,Shot Chart Detail,0021601013,43,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,27,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,65,1,1,20170315,LAC,MIL
1610,Shot Chart Detail,0021601013,56,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,5,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,169,95,1,1,20170315,LAC,MIL
1611,Shot Chart Detail,0021601013,287,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,47,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-24,52,1,1,20170315,LAC,MIL
1612,Shot Chart Detail,0021601013,464,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,0,1,1,20170315,LAC,MIL
1613,Shot Chart Detail,0021601027,2,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,49,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170317,LAL,MIL
1614,Shot Chart Detail,0021601027,7,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,4,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,1,20170317,LAL,MIL
1615,Shot Chart Detail,0021601027,145,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,33,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-8,36,1,1,20170317,LAL,MIL
1616,Shot Chart Detail,0021601027,148,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,5,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-31,90,1,1,20170317,LAL,MIL
1617,Shot Chart Detail,0021601027,264,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,49,189,1,1,20170317,LAL,MIL
1618,Shot Chart Detail,0021601027,266,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,18,1,1,20170317,LAL,MIL
1619,Shot Chart Detail,0021601027,294,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,99,236,1,1,20170317,LAL,MIL
1620,Shot Chart Detail,0021601027,307,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20170317,LAL,MIL
1621,Shot Chart Detail,0021601027,315,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,45,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,1,1,1,20170317,LAL,MIL
1622,Shot Chart Detail,0021601027,337,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,34,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-3,45,1,1,20170317,LAL,MIL
1623,Shot Chart Detail,0021601027,477,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,38,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,21,1,1,20170317,LAL,MIL
1624,Shot Chart Detail,0021601035,17,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,43,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170318,GSW,MIL
1625,Shot Chart Detail,0021601035,44,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,7,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-56,193,1,1,20170318,GSW,MIL
1626,Shot Chart Detail,0021601035,366,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,36,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170318,GSW,MIL
1627,Shot Chart Detail,0021601035,384,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,35,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170318,GSW,MIL
1628,Shot Chart Detail,0021601057,121,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,11,10,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170321,POR,MIL
1629,Shot Chart Detail,0021601057,144,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,27,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-129,21,1,1,20170321,POR,MIL
1630,Shot Chart Detail,0021601057,162,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,8,33,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-6,46,1,1,20170321,POR,MIL
1631,Shot Chart Detail,0021601057,192,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,5,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,2,1,1,20170321,POR,MIL
1632,Shot Chart Detail,0021601057,198,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,55,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,33,1,1,20170321,POR,MIL
1633,Shot Chart Detail,0021601057,217,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,9,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,1,20170321,POR,MIL
1634,Shot Chart Detail,0021601057,438,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,54,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-79,46,1,1,20170321,POR,MIL
1635,Shot Chart Detail,0021601057,481,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,3,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-5,1,1,20170321,POR,MIL
1636,Shot Chart Detail,0021601065,23,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,53,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170322,SAC,MIL
1637,Shot Chart Detail,0021601065,65,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,5,17,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,45,11,1,1,20170322,SAC,MIL
1638,Shot Chart Detail,0021601065,68,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,50,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170322,SAC,MIL
1639,Shot Chart Detail,0021601065,76,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,59,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,2,1,1,20170322,SAC,MIL
1640,Shot Chart Detail,0021601065,134,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,9,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,3,1,1,20170322,SAC,MIL
1641,Shot Chart Detail,0021601065,145,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,40,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170322,SAC,MIL
1642,Shot Chart Detail,0021601065,197,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,6,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,1,20170322,SAC,MIL
1643,Shot Chart Detail,0021601065,202,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,23,1,1,20170322,SAC,MIL
1644,Shot Chart Detail,0021601065,219,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,48,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,1,20170322,SAC,MIL
1645,Shot Chart Detail,0021601065,251,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,9,24,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,28,1,1,20170322,SAC,MIL
1646,Shot Chart Detail,0021601065,280,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,55,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,13,1,1,20170322,SAC,MIL
1647,Shot Chart Detail,0021601065,356,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,10,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,8,1,1,20170322,SAC,MIL
1648,Shot Chart Detail,0021601078,13,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-2,257,1,1,20170324,MIL,ATL
1649,Shot Chart Detail,0021601078,18,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-191,-16,1,1,20170324,MIL,ATL
1650,Shot Chart Detail,0021601078,29,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,26,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,14,1,1,20170324,MIL,ATL
1651,Shot Chart Detail,0021601078,68,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,14,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,-1,1,1,20170324,MIL,ATL
1652,Shot Chart Detail,0021601078,104,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,9,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,7,1,1,20170324,MIL,ATL
1653,Shot Chart Detail,0021601078,112,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,1,11,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170324,MIL,ATL
1654,Shot Chart Detail,0021601078,231,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,46,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170324,MIL,ATL
1655,Shot Chart Detail,0021601078,282,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,30,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170324,MIL,ATL
1656,Shot Chart Detail,0021601078,333,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,7,1,1,20170324,MIL,ATL
1657,Shot Chart Detail,0021601078,345,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,55,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,13,1,1,20170324,MIL,ATL
1658,Shot Chart Detail,0021601078,363,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,49,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,-6,203,1,1,20170324,MIL,ATL
1659,Shot Chart Detail,0021601078,427,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,6,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-158,90,1,1,20170324,MIL,ATL
1660,Shot Chart Detail,0021601078,486,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,24,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,1,20170324,MIL,ATL
1661,Shot Chart Detail,0021601090,11,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,0,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,11,1,1,20170326,MIL,CHI
1662,Shot Chart Detail,0021601090,52,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,14,Made Shot,Driving Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170326,MIL,CHI
1663,Shot Chart Detail,0021601090,72,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,35,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,30,43,1,1,20170326,MIL,CHI
1664,Shot Chart Detail,0021601090,94,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,0,27,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170326,MIL,CHI
1665,Shot Chart Detail,0021601090,242,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,56,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170326,MIL,CHI
1666,Shot Chart Detail,0021601090,277,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,47,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,2,1,1,20170326,MIL,CHI
1667,Shot Chart Detail,0021601090,313,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,0,2,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170326,MIL,CHI
1668,Shot Chart Detail,0021601090,398,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,33,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170326,MIL,CHI
1669,Shot Chart Detail,0021601103,9,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,22,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,2,1,1,20170328,CHA,MIL
1670,Shot Chart Detail,0021601103,77,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,4,21,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170328,CHA,MIL
1671,Shot Chart Detail,0021601103,91,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,2,1,1,20170328,CHA,MIL
1672,Shot Chart Detail,0021601103,172,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,7,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,2,1,1,20170328,CHA,MIL
1673,Shot Chart Detail,0021601103,258,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-55,259,1,1,20170328,CHA,MIL
1674,Shot Chart Detail,0021601103,300,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,2,1,1,20170328,CHA,MIL
1675,Shot Chart Detail,0021601103,320,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,4,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,2,1,1,20170328,CHA,MIL
1676,Shot Chart Detail,0021601103,387,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,8,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,2,1,1,20170328,CHA,MIL
1677,Shot Chart Detail,0021601113,13,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,247,1,1,20170329,BOS,MIL
1678,Shot Chart Detail,0021601113,16,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,9,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-110,234,1,1,20170329,BOS,MIL
1679,Shot Chart Detail,0021601113,84,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,1,20170329,BOS,MIL
1680,Shot Chart Detail,0021601113,249,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,53,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170329,BOS,MIL
1681,Shot Chart Detail,0021601113,257,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,0,Made Shot,Fadeaway Bank shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-130,65,1,1,20170329,BOS,MIL
1682,Shot Chart Detail,0021601113,349,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,3,11,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-42,46,1,1,20170329,BOS,MIL
1683,Shot Chart Detail,0021601113,442,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,5,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,1,20170329,BOS,MIL
1684,Shot Chart Detail,0021601113,489,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,31,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170329,BOS,MIL
1685,Shot Chart Detail,0021601130,9,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,10,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,24,175,1,1,20170331,MIL,DET
1686,Shot Chart Detail,0021601130,36,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,49,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170331,MIL,DET
1687,Shot Chart Detail,0021601130,73,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,30,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170331,MIL,DET
1688,Shot Chart Detail,0021601130,88,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,2,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,7,1,1,20170331,MIL,DET
1689,Shot Chart Detail,0021601130,256,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,-1,1,1,20170331,MIL,DET
1690,Shot Chart Detail,0021601130,422,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,4,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,0,1,1,20170331,MIL,DET
1691,Shot Chart Detail,0021601130,468,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,58,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,23,1,1,20170331,MIL,DET
1692,Shot Chart Detail,0021601144,4,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,11,9,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170402,MIL,DAL
1693,Shot Chart Detail,0021601144,15,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,2,1,1,20170402,MIL,DAL
1694,Shot Chart Detail,0021601144,17,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,8,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,2,1,1,20170402,MIL,DAL
1695,Shot Chart Detail,0021601144,29,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,6,25,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,2,1,1,20170402,MIL,DAL
1696,Shot Chart Detail,0021601144,54,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,1,3,3,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20170402,MIL,DAL
1697,Shot Chart Detail,0021601144,160,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,26,1,1,20170402,MIL,DAL
1698,Shot Chart Detail,0021601144,248,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,6,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,42,165,1,1,20170402,MIL,DAL
1699,Shot Chart Detail,0021601144,316,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,11,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,2,1,1,20170402,MIL,DAL
